Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
1211,4.29,8.92,    28012-Anchuelo,"Anchuelo, Madrid",16.43,2020-04-04,17,1.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,3.00,0.00,0.00,2.00,9.00,1.00,0.00,2.00,0.25,0.33,0.74,0.08,0.00,0.25,0.08,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.17,0.00,0.00,0.00,0.39
1211,4.29,8.92,    28012-Anchuelo,"Anchuelo, Madrid",16.43,2020-04-05,17,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,4.00,2.00,0.00,2.00,11.00,1.00,0.00,3.00,0.33,0.17,0.91,0.00,0.17,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.25,0.00,0.05,0.00,0.39
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-03-31,1031,1031.00,116.00,116.00,273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.47,0.00,0.00,0.00
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-04-01,1031,334.00,36.00,34.00,89.00,358.00,47.00,44.00,89.00,339.00,33.00,38.00,95.00,0.00,0.00,0.00,0.00,0.59,0.62,0.00,0.58,0.06,0.08,0.00,0.06,0.07,0.08,0.00,0.06,0.16,0.15,0.00,0.15,0.75,3.38,18.52
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-04-02,1031,108.00,11.00,14.00,19.00,313.00,38.00,38.00,88.00,434.00,47.00,45.00,121.00,176.00,20.00,19.00,45.00,0.75,0.54,0.30,0.19,0.08,0.07,0.03,0.02,0.08,0.07,0.03,0.02,0.21,0.15,0.08,0.03,1.06,4.00,23.59
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-04-03,1031,46.00,3.00,6.00,12.00,198.00,25.00,21.00,43.00,401.00,43.00,49.00,116.00,386.00,45.00,40.00,102.00,0.69,0.34,0.67,0.08,0.07,0.04,0.08,0.01,0.08,0.04,0.07,0.01,0.20,0.07,0.18,0.02,0.97,4.36,22.62
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-04-04,1031,20.00,2.00,0.00,7.00,103.00,14.00,10.00,18.00,325.00,29.00,36.00,92.00,583.00,71.00,70.00,156.00,0.56,0.18,1.01,0.03,0.05,0.02,0.12,0.00,0.06,0.02,0.12,0.00,0.16,0.03,0.27,0.01,0.66,3.20,17.94
57792,4.59,10.58,    28013-Aranjuez,"Aranjuez, Madrid",19.33,2020-04-05,1031,8.00,0.00,0.00,4.00,68.00,12.00,6.00,9.00,211.00,18.00,24.00,62.00,744.00,86.00,86.00,198.00,0.37,0.12,1.29,0.01,0.03,0.02,0.15,0.00,0.04,0.01,0.15,0.00,0.11,0.02,0.34,0.01,0.41,2.14,12.09
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-03-31,568,568.00,54.00,64.00,153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.28,0.00,0.00,0.00
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-04-01,568,198.00,21.00,23.00,44.00,177.00,16.00,27.00,57.00,193.00,17.00,14.00,52.00,0.00,0.00,0.00,0.00,0.35,0.32,0.00,0.36,0.03,0.03,0.00,0.04,0.03,0.05,0.00,0.04,0.09,0.10,0.00,0.08,0.38,1.25,10.14
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-04-02,568,57.00,6.00,4.00,13.00,147.00,16.00,22.00,44.00,272.00,24.00,32.00,72.00,92.00,8.00,6.00,24.00,0.49,0.27,0.17,0.10,0.04,0.03,0.01,0.01,0.06,0.04,0.01,0.01,0.13,0.08,0.04,0.02,0.54,2.85,14.04
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-04-03,568,20.00,3.00,3.00,4.00,87.00,7.00,10.00,20.00,223.00,23.00,28.00,61.00,238.00,21.00,23.00,68.00,0.40,0.16,0.43,0.04,0.04,0.01,0.04,0.01,0.05,0.02,0.04,0.01,0.11,0.04,0.12,0.01,0.52,2.49,11.89
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-04-04,568,7.00,2.00,1.00,0.00,54.00,5.00,6.00,14.00,155.00,18.00,19.00,37.00,352.00,29.00,38.00,102.00,0.28,0.10,0.64,0.01,0.03,0.01,0.05,0.00,0.03,0.01,0.07,0.00,0.07,0.03,0.18,0.00,0.41,1.69,7.21
55307,2.74,6.45,    28014-Arganda del Rey,"Arganda del Rey, Madrid",13.86,2020-04-05,568,2.00,0.00,1.00,0.00,24.00,2.00,2.00,6.00,102.00,13.00,13.00,24.00,440.00,39.00,48.00,123.00,0.18,0.04,0.80,0.00,0.02,0.00,0.07,0.00,0.02,0.00,0.09,0.00,0.04,0.01,0.22,0.00,0.29,1.16,4.68
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-03-31,403,403.00,40.00,50.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.36,0.00,0.00,0.00
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-04-01,403,125.00,14.00,13.00,31.00,144.00,12.00,16.00,31.00,134.00,14.00,21.00,30.00,0.00,0.00,0.00,0.00,0.53,0.57,0.00,0.49,0.06,0.05,0.00,0.06,0.08,0.06,0.00,0.05,0.12,0.12,0.00,0.12,0.32,1.87,5.85
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-04-02,403,40.00,4.00,5.00,8.00,118.00,16.00,9.00,28.00,177.00,13.00,23.00,39.00,68.00,7.00,13.00,17.00,0.70,0.47,0.27,0.16,0.05,0.06,0.03,0.02,0.09,0.04,0.05,0.02,0.15,0.11,0.07,0.03,0.29,2.05,7.61
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-04-03,403,13.00,1.00,1.00,3.00,76.00,10.00,7.00,16.00,162.00,14.00,18.00,34.00,152.00,15.00,24.00,39.00,0.64,0.30,0.60,0.05,0.06,0.04,0.06,0.00,0.07,0.03,0.09,0.00,0.13,0.06,0.15,0.01,0.32,1.60,6.63
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-04-04,403,4.00,0.00,0.00,1.00,37.00,3.00,2.00,6.00,124.00,18.00,15.00,26.00,238.00,19.00,33.00,59.00,0.49,0.15,0.94,0.02,0.07,0.01,0.07,0.00,0.06,0.01,0.13,0.00,0.10,0.02,0.23,0.00,0.41,1.33,5.07
25374,0.70,2.16,    28015-Arroyomolinos,"Arroyomolinos, Madrid",6.26,2020-04-05,403,1.00,0.00,0.00,0.00,26.00,1.00,0.00,5.00,77.00,13.00,12.00,12.00,299.00,26.00,38.00,75.00,0.30,0.10,1.18,0.00,0.05,0.00,0.10,0.00,0.05,0.00,0.15,0.00,0.05,0.02,0.30,0.00,0.29,1.07,2.34
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-03-31,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-04-01,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-04-02,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.20
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-04-03,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-04-04,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00
98,11.22,22.45,"    28016-Atazar, El","El Atazar, Madrid",32.65,2020-04-05,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-03-31,22,22.00,2.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.32,0.00,0.00,0.00
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-04-01,22,6.00,0.00,2.00,1.00,7.00,1.00,0.00,1.00,9.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.57,0.45,0.00,0.38,0.06,0.06,0.00,0.00,0.06,0.00,0.00,0.13,0.19,0.06,0.00,0.06,0.02,0.09,0.58
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-04-02,22,2.00,0.00,1.00,0.00,6.00,0.00,1.00,1.00,9.00,2.00,1.00,2.00,5.00,0.00,0.00,2.00,0.57,0.38,0.32,0.13,0.13,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.13,0.06,0.13,0.00,0.05,0.09,0.39
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-04-03,22,1.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,8.00,1.00,0.00,3.00,10.00,1.00,1.00,2.00,0.51,0.19,0.64,0.06,0.06,0.00,0.06,0.00,0.00,0.13,0.06,0.00,0.19,0.00,0.13,0.00,0.02,0.00,0.58
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-04-04,22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,17.00,2.00,1.00,5.00,0.25,0.00,1.08,0.06,0.00,0.00,0.13,0.00,0.13,0.00,0.06,0.00,0.00,0.00,0.32,0.00,0.00,0.18,0.00
1571,2.67,6.75,    28017-Batres,"Batres, Madrid",17.63,2020-04-05,22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,17.00,2.00,1.00,5.00,0.25,0.00,1.08,0.06,0.00,0.00,0.13,0.00,0.13,0.00,0.06,0.00,0.00,0.00,0.32,0.00,0.00,0.18,0.00
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-03-31,90,90.00,9.00,11.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.45,0.00,0.00,0.00
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-04-01,90,24.00,4.00,4.00,4.00,30.00,1.00,3.00,5.00,36.00,4.00,4.00,15.00,0.00,0.00,0.00,0.00,0.67,0.56,0.00,0.45,0.07,0.02,0.00,0.07,0.07,0.06,0.00,0.07,0.28,0.09,0.00,0.07,0.09,0.36,2.92
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-04-02,90,7.00,0.00,2.00,0.00,19.00,3.00,2.00,2.00,49.00,3.00,6.00,15.00,15.00,3.00,1.00,7.00,0.92,0.36,0.28,0.13,0.06,0.06,0.06,0.00,0.11,0.04,0.02,0.04,0.28,0.04,0.13,0.00,0.07,0.53,2.92
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-04-03,90,3.00,0.00,1.00,0.00,10.00,3.00,1.00,1.00,42.00,2.00,6.00,8.00,35.00,4.00,3.00,15.00,0.78,0.19,0.65,0.06,0.04,0.06,0.07,0.00,0.11,0.02,0.06,0.02,0.15,0.02,0.28,0.00,0.05,0.53,1.56
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-04-04,90,0.00,0.00,0.00,0.00,5.00,1.00,1.00,1.00,33.00,3.00,4.00,4.00,52.00,5.00,6.00,19.00,0.62,0.09,0.97,0.00,0.06,0.02,0.09,0.00,0.07,0.02,0.11,0.00,0.07,0.02,0.36,0.00,0.07,0.36,0.78
5351,3.83,9.08,    28018-Becerril de la Sierra,"Becerril de la Sierra, Madrid",18.52,2020-04-05,90,0.00,0.00,0.00,0.00,4.00,1.00,0.00,1.00,16.00,0.00,1.00,2.00,70.00,8.00,10.00,21.00,0.30,0.07,1.31,0.00,0.00,0.02,0.15,0.00,0.02,0.00,0.19,0.00,0.04,0.02,0.39,0.00,0.00,0.09,0.39
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-03-31,19,19.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-04-01,19,3.00,0.00,0.00,1.00,7.00,0.00,0.00,2.00,9.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.57,0.44,0.00,0.19,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.06,0.13,0.00,0.06,0.05,0.18,0.20
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-04-02,19,0.00,0.00,0.00,0.00,7.00,0.00,0.00,3.00,7.00,0.00,1.00,1.00,5.00,2.00,1.00,0.00,0.44,0.44,0.31,0.00,0.00,0.00,0.13,0.00,0.06,0.00,0.06,0.00,0.06,0.19,0.00,0.00,0.00,0.09,0.20
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-04-03,19,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,7.00,0.00,1.00,2.00,10.00,2.00,1.00,1.00,0.44,0.13,0.63,0.00,0.00,0.00,0.13,0.00,0.06,0.00,0.06,0.00,0.13,0.06,0.06,0.00,0.00,0.09,0.39
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-04-04,19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,1.00,14.00,2.00,2.00,2.00,0.25,0.06,0.88,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.06,0.06,0.13,0.00,0.00,0.00,0.20
1591,6.79,12.63,    28019-Belmonte de Tajo,"Belmonte de Tajo, Madrid",20.99,2020-04-05,19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,17.00,2.00,2.00,2.00,0.06,0.06,1.07,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.06,0.06,0.13,0.00,0.00,0.00,0.20
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-03-31,9,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-04-01,9,3.00,1.00,0.00,0.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.79,0.00,0.47,0.00,0.16,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-04-02,9,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.63,0.47,0.16,0.16,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-04-03,9,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.79,0.32,0.32,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-04-04,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.79,0.00,0.63,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00
634,6.47,12.78,"    28021-Berrueco, El","El Berrueco, Madrid",20.35,2020-04-05,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.79,0.00,0.63,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-03-31,3,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-04-01,3,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.53,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.00,0.00,0.00,0.20
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-04-02,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.06,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.00,0.00,0.00,0.20
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-04-03,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.06,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.00,0.00,0.00,0.20
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-04-04,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.39
189,8.99,14.81,    28020-Berzosa del Lozoya,"Berzosa del Lozoya, Madrid",25.93,2020-04-05,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.39
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-03-31,740,740.00,87.00,82.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.40,0.00,0.00,0.00
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-04-01,740,236.00,30.00,30.00,66.00,234.00,28.00,26.00,53.00,270.00,29.00,26.00,73.00,0.00,0.00,0.00,0.00,0.56,0.49,0.00,0.49,0.06,0.06,0.00,0.06,0.05,0.05,0.00,0.06,0.15,0.11,0.00,0.14,0.66,2.31,14.23
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-04-02,740,72.00,11.00,9.00,20.00,207.00,25.00,19.00,56.00,331.00,38.00,41.00,76.00,130.00,13.00,13.00,40.00,0.69,0.43,0.27,0.15,0.08,0.05,0.03,0.02,0.09,0.04,0.03,0.02,0.16,0.12,0.08,0.04,0.86,3.65,14.82
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-04-03,740,22.00,4.00,1.00,11.00,117.00,13.00,12.00,33.00,296.00,38.00,40.00,69.00,305.00,32.00,29.00,79.00,0.62,0.24,0.64,0.05,0.08,0.03,0.07,0.01,0.08,0.03,0.06,0.00,0.14,0.07,0.17,0.02,0.86,3.56,13.46
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-04-04,740,7.00,2.00,1.00,4.00,73.00,9.00,8.00,17.00,208.00,24.00,22.00,63.00,452.00,52.00,51.00,108.00,0.43,0.15,0.94,0.01,0.05,0.02,0.11,0.00,0.05,0.02,0.11,0.00,0.13,0.04,0.23,0.01,0.54,1.96,12.29
47852,2.17,6.18,    28022-Boadilla del Monte,"Boadilla del Monte, Madrid",13.55,2020-04-05,740,4.00,1.00,0.00,3.00,33.00,5.00,6.00,5.00,144.00,18.00,11.00,43.00,559.00,63.00,65.00,141.00,0.30,0.07,1.17,0.01,0.04,0.01,0.13,0.00,0.02,0.01,0.14,0.00,0.09,0.01,0.29,0.01,0.41,0.98,8.38
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-03-31,126,126.00,13.00,20.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.39,0.00,0.00,0.00
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-04-01,126,35.00,4.00,7.00,9.00,45.00,6.00,7.00,8.00,46.00,3.00,6.00,10.00,0.00,0.00,0.00,0.00,0.66,0.64,0.00,0.50,0.04,0.09,0.00,0.06,0.09,0.10,0.00,0.10,0.14,0.11,0.00,0.13,0.07,0.53,1.95
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-04-02,126,9.00,1.00,2.00,1.00,31.00,4.00,7.00,9.00,62.00,5.00,10.00,11.00,24.00,3.00,1.00,6.00,0.89,0.44,0.34,0.13,0.07,0.06,0.04,0.01,0.14,0.10,0.01,0.03,0.16,0.13,0.09,0.01,0.11,0.89,2.15
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-04-03,126,1.00,0.00,0.00,0.00,21.00,2.00,4.00,6.00,50.00,7.00,8.00,11.00,54.00,4.00,8.00,10.00,0.72,0.30,0.77,0.01,0.10,0.03,0.06,0.00,0.11,0.06,0.11,0.00,0.16,0.09,0.14,0.00,0.16,0.71,2.15
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-04-04,126,0.00,0.00,0.00,0.00,10.00,1.00,2.00,3.00,41.00,5.00,9.00,9.00,75.00,7.00,9.00,15.00,0.59,0.14,1.07,0.00,0.07,0.01,0.10,0.00,0.13,0.03,0.13,0.00,0.13,0.04,0.21,0.00,0.11,0.80,1.75
6982,2.54,7.06,"    28023-Boalo, El","El Boalo, Madrid",14.65,2020-04-05,126,0.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,18.00,2.00,4.00,5.00,102.00,11.00,16.00,19.00,0.26,0.09,1.46,0.00,0.03,0.00,0.16,0.00,0.06,0.00,0.23,0.00,0.07,0.04,0.27,0.00,0.05,0.36,0.97
199,4.02,10.05,    28024-Braojos,"Braojos, Madrid",21.61,2020-03-31,2,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,4.02,10.05,    28024-Braojos,"Braojos, Madrid",21.61,2020-04-01,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,4.02,10.05,    28024-Braojos,"Braojos, Madrid",21.61,2020-04-02,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
